0.75      0.375
0.7500    0.2115    0.3038
0.0313    0.0495
0.0325    0.1060
0.0236    0.1374
0.0346    0.1575
0.0256    0.1713
0.0301    0.1829
0.0314    0.1988
0.0329    0.1991
0.0297    0.2043
0.0308    0.2027
0.0292    0.2036
0.0315    0.2036
0.0292    0.2027
0.0308    0.2043
0.0297    0.1991
0.0329    0.1988
0.0314    0.1829
0.0301    0.1713
0.0256    0.1575
0.0346    0.1374
0.0236    0.1060
0.0325    0.0495
